,NU00295,NU00429,NU00431,NU00468,NU00759,NU00826,NU00866,NU00908,NU01094,NU01115,NU01405,NU01420,NU01482,NU01713,NU01798,NU01929,NU02064,NU02359,NU02514,NU02738
CD11c+CD103+cCasp3+ 200-300,0,6,0,0,6,12,2,1,96,36,9,5,0,2,17,2,2,63,0,4
CD11c+CD103+cCasp3+ 300-400,0,7,0,0,2,2,3,4,91,14,5,5,3,1,27,7,4,47,0,6
CD11c+CD103+cCasp3+ 400-500,0,2,0,1,4,1,1,0,81,11,2,9,1,2,0,4,2,34,0,2
P2RY12+cCasp3+ 0-100,7005,2,0,0,0,9290,0,48,6391,6305,488,57,2,0,443,16,100,59,6,49
P2RY12+cCasp3+ 100-200,292,8,0,0,5,1887,0,86,430,2388,435,98,5,1,169,39,158,85,5,38
P2RY12+cCasp3+ 200-300,36,14,1,0,3,324,1,95,165,948,211,35,9,5,41,60,165,47,6,28
P2RY12+cCasp3+ 300-400,3,18,0,0,0,103,0,78,162,445,64,56,15,13,24,69,117,45,2,14
P2RY12+cCasp3+ 400-500,0,10,2,1,1,21,1,51,101,413,26,67,13,2,3,50,70,28,8,7
CD11c+P2RY12+cCasp3+ 0-100,6317,2,0,0,0,2967,0,15,1310,3592,232,51,0,0,420,11,74,58,2,40
CD11c+P2RY12+cCasp3+ 100-200,266,5,0,0,4,670,0,21,114,1314,195,89,5,1,157,26,117,84,5,32
CD11c+P2RY12+cCasp3+ 200-300,31,7,1,0,3,108,0,29,69,493,94,32,5,3,40,35,109,47,3,24
CD11c+P2RY12+cCasp3+ 300-400,2,12,0,0,0,38,0,23,59,230,37,50,13,4,23,43,86,45,0,8
CD11c+P2RY12+cCasp3+ 400-500,0,6,1,1,0,12,0,12,40,226,14,63,8,0,3,30,48,28,3,5
CD68+cCasp3+ 0-100,140,4,1,0,0,517,0,0,345,42,12,7,1,2,64,5,4,15,0,5
CD68+cCasp3+ 100-200,7,18,1,0,6,115,0,6,36,17,7,8,0,14,20,6,5,34,1,2
CD68+cCasp3+ 200-300,0,35,4,0,3,26,1,4,27,9,1,13,1,13,3,3,4,21,0,1
CD68+cCasp3+ 300-400,0,35,1,1,3,7,1,5,26,3,0,12,3,13,6,9,3,12,0,0
CD68+cCasp3+ 400-500,0,24,0,2,7,1,1,3,15,1,1,18,0,22,0,1,2,9,0,1
CD163+cCasp3+ 0-100,37,2,3,0,3,11752,0,5,6179,164,21,172,0,12,117,36,0,299,1,3
CD163+cCasp3+ 100-200,0,7,7,0,9,1962,1,6,1010,74,12,187,0,33,62,66,0,404,0,8
CD163+cCasp3+ 200-300,0,11,13,0,7,370,4,5,403,27,3,142,0,31,5,100,1,320,0,7
CD163+cCasp3+ 300-400,0,14,10,0,5,90,1,2,284,9,2,272,4,30,13,101,4,222,0,4
CD163+cCasp3+ 400-500,0,5,8,0,14,2,10,1,232,8,0,264,1,40,4,66,3,160,0,2
CD206+cCasp3+ 0-100,295,0,0,0,1,3270,0,1,3755,86,259,462,2,17,51,22,23,494,1,20
CD206+cCasp3+ 100-200,7,1,0,0,6,613,4,6,734,30,283,617,5,39,20,63,16,589,1,39
CD206+cCasp3+ 200-300,0,2,0,0,7,118,9,14,317,17,179,458,12,59,2,43,15,459,3,23
CD206+cCasp3+ 300-400,0,6,0,0,4,12,10,9,236,3,65,658,8,52,9,28,19,354,2,20
CD206+cCasp3+ 400-500,0,0,2,1,11,1,15,8,186,4,23,610,4,67,0,35,10,254,1,11
CD11c+cCasp3+ 0-100,9369,15,8,1,6,4581,0,18,3301,3871,250,300,1,5,6391,22,140,997,9,114
CD11c+cCasp3+ 100-200,394,38,12,5,10,1024,1,34,411,1414,215,373,7,19,3099,49,233,1113,10,90
CD11c+cCasp3+ 200-300,58,55,22,4,9,202,4,34,163,520,107,232,17,30,622,60,208,819,12,73
CD11c+cCasp3+ 300-400,6,63,15,9,11,83,7,29,120,257,44,222,24,27,288,60,168,670,5,41
CD11c+cCasp3+ 400-500,0,55,10,11,17,12,9,19,96,245,16,207,20,34,98,43,107,437,7,25
CD68+CD163+CD11c+cCasp3+ 0-100,5,1,1,0,0,249,0,0,138,25,4,3,0,0,26,3,0,12,0,1
CD68+CD163+CD11c+cCasp3+ 100-200,0,4,1,0,4,55,0,1,17,11,2,2,0,6,5,3,0,30,0,0
CD68+CD163+CD11c+cCasp3+ 200-300,0,6,2,0,2,12,0,0,15,6,1,3,0,2,0,1,1,18,0,0
CD68+CD163+CD11c+cCasp3+ 300-400,0,9,1,0,2,2,0,0,17,1,0,5,3,6,4,5,2,11,0,0
CD68+CD163+CD11c+cCasp3+ 400-500,0,3,0,0,4,0,0,0,6,1,0,6,0,6,0,1,1,9,0,0
CD68+CD163+HLADR+ 0-100,63,24,184,1,16,3706,2,7,1451,48,38,266,0,58,143,35,11,2091,0,1
CD68+CD163+HLADR+ 100-200,1,63,342,7,17,936,9,11,384,23,43,387,1,133,64,72,15,2477,3,2
CD68+CD163+HLADR+ 200-300,1,97,408,13,19,201,17,7,226,12,16,393,0,107,7,50,21,1962,1,2
CD68+CD163+HLADR+ 300-400,0,135,456,11,23,67,22,4,140,6,3,516,3,150,11,58,27,1530,6,0
CD68+CD163+HLADR+ 400-500,0,179,546,6,30,7,67,6,105,3,0,563,0,167,0,35,9,1035,1,0
CD68+CD163+CD206+HLADR+ 0-100,47,0,37,0,14,1985,1,6,1315,37,29,260,0,51,14,15,10,1882,0,0
CD68+CD163+CD206+HLADR+ 100-200,1,4,68,3,15,457,4,10,334,20,33,378,1,99,6,32,12,2221,2,2
CD68+CD163+CD206+HLADR+ 200-300,1,4,86,7,18,104,10,6,212,10,9,388,0,93,0,19,14,1760,1,2
CD68+CD163+CD206+HLADR+ 300-400,0,11,113,5,22,24,10,4,131,6,1,508,3,121,3,16,13,1378,2,0
CD68+CD163+CD206+HLADR+ 400-500,0,1,128,4,28,3,30,5,90,2,0,555,0,148,0,18,7,931,1,0
CD163+CD206+HLADR+ 0-100,90,2,47,0,19,5881,3,6,3830,259,43,974,0,125,20,109,18,6688,2,15
CD163+CD206+HLADR+ 100-200,1,4,87,3,20,1184,7,12,1192,144,45,1329,2,189,12,315,27,7727,7,26
CD163+CD206+HLADR+ 200-300,2,4,123,8,31,265,20,7,655,64,10,1258,0,186,0,260,29,5707,7,26
CD163+CD206+HLADR+ 300-400,0,13,166,6,36,51,20,7,402,16,5,1774,3,215,4,194,34,4590,18,2
CD163+CD206+HLADR+ 400-500,0,1,184,9,60,4,43,6,277,11,0,1717,1,245,0,237,17,3255,11,3
CD68+CD11c+HLADR+ 0-100,1647,66,165,1,17,1762,0,87,881,416,85,150,10,12,492,49,89,1962,0,2
CD68+CD11c+HLADR+ 100-200,82,204,323,7,16,560,2,118,174,160,79,218,35,54,226,101,124,2327,6,4
CD68+CD11c+HLADR+ 200-300,11,316,380,11,20,124,3,130,120,84,53,162,70,88,38,109,125,1859,3,4
CD68+CD11c+HLADR+ 300-400,0,427,419,15,23,53,8,143,84,35,17,198,74,118,26,119,109,1462,10,0
CD68+CD11c+HLADR+ 400-500,0,496,519,16,32,8,27,139,51,19,6,223,68,108,4,93,67,983,3,0
CD11c+CD205+HLADR+ 0-100,211,1,44,0,1,1053,0,31,509,49,1,95,3,5,1595,19,107,1452,2,2
CD11c+CD205+HLADR+ 100-200,8,5,115,0,2,239,1,27,117,27,0,90,1,10,839,28,114,1790,9,1
CD11c+CD205+HLADR+ 200-300,1,5,167,0,1,45,6,10,53,11,0,72,2,23,188,31,124,1446,13,0
CD11c+CD205+HLADR+ 300-400,0,12,195,0,1,20,5,1,33,3,1,137,4,24,92,30,100,1273,10,0
CD11c+CD205+HLADR+ 400-500,0,5,188,2,0,2,13,0,22,3,0,185,1,27,27,24,67,852,2,2
CD11c+CD103+HLADR+ 0-100,269,5,15,0,6,2103,1,60,932,420,83,45,5,3,656,14,54,1346,0,4
CD11c+CD103+HLADR+ 100-200,11,19,47,1,13,517,3,79,135,178,74,63,14,26,278,32,43,1606,4,7
CD11c+CD103+HLADR+ 200-300,3,22,70,0,15,125,12,94,81,80,49,46,39,29,55,19,59,1369,0,6
CD11c+CD103+HLADR+ 300-400,0,27,78,4,15,43,27,100,69,28,16,48,41,40,46,21,50,1074,6,0
CD11c+CD103+HLADR+ 400-500,0,52,86,6,14,11,32,105,58,26,6,64,35,25,15,24,29,699,5,1
P2RY12+HLADR+ 0-100,5120,23,0,0,0,6391,0,248,2148,11033,128,207,15,0,629,317,252,1793,64,19
P2RY12+HLADR+ 100-200,253,56,7,0,2,1510,0,433,596,4868,99,228,42,1,318,698,419,2038,122,26
P2RY12+HLADR+ 200-300,38,82,18,0,0,280,1,461,260,1863,56,163,51,5,75,1039,454,1524,122,14
P2RY12+HLADR+ 300-400,1,102,17,1,0,99,1,453,184,804,22,231,53,9,37,974,349,1245,153,8
P2RY12+HLADR+ 400-500,0,102,25,3,1,18,2,383,158,600,8,320,51,5,7,868,257,857,141,5
CD11c+P2RY12+HLADR+ 0-100,5118,23,0,0,0,3803,0,231,596,10894,125,196,13,0,629,300,245,1793,63,17
CD11c+P2RY12+HLADR+ 100-200,253,54,5,0,2,1002,0,410,136,4813,92,222,42,1,318,656,417,2037,119,20
CD11c+P2RY12+HLADR+ 200-300,38,78,14,0,0,176,0,431,68,1844,55,150,50,4,75,977,443,1523,121,13
CD11c+P2RY12+HLADR+ 300-400,1,96,13,1,0,78,1,418,43,793,22,203,52,7,37,920,343,1245,148,3
CD11c+P2RY12+HLADR+ 400-500,0,100,21,3,1,14,1,367,39,587,8,290,50,5,7,814,256,857,139,4
CD68+HLADR+ 0-100,1669,99,191,1,22,3897,2,90,1519,430,88,320,11,66,499,83,91,2190,1,5
CD68+HLADR+ 100-200,83,294,360,9,19,1025,10,130,388,169,85,475,36,171,229,171,136,2599,6,7
CD68+HLADR+ 200-300,11,482,435,19,20,228,20,138,229,86,53,449,71,180,38,180,148,2024,4,5
CD68+HLADR+ 300-400,0,620,512,18,24,90,28,156,149,38,18,553,74,232,26,177,116,1572,12,0
CD68+HLADR+ 400-500,0,688,594,19,36,10,72,151,107,20,6,589,68,238,4,125,73,1057,3,1
CD163+HLADR+ 0-100,108,29,318,1,21,16058,6,10,5995,415,61,1031,0,146,385,375,19,8784,2,20
CD163+HLADR+ 100-200,1,72,644,11,23,3288,18,13,1922,203,58,1414,2,258,196,872,34,10144,10,31
CD163+HLADR+ 200-300,2,121,783,18,33,712,35,9,987,85,21,1311,0,224,27,963,38,7519,9,32
CD163+HLADR+ 300-400,0,157,874,20,39,204,60,7,689,25,7,1828,3,275,22,803,56,5990,29,5
CD163+HLADR+ 400-500,0,199,991,13,66,13,133,7,523,19,0,1780,1,292,5,680,23,4325,21,3
CD206+HLADR+ 0-100,457,5,49,1,29,6041,4,28,4220,386,79,1441,7,143,49,207,82,8289,18,43
CD206+HLADR+ 100-200,19,7,93,3,23,1236,10,48,1264,222,71,1973,20,247,25,563,86,9420,25,75
CD206+HLADR+ 200-300,3,13,128,11,36,270,28,23,702,91,33,1880,24,288,2,453,97,6853,48,57
CD206+HLADR+ 300-400,0,22,178,6,40,54,32,30,431,30,14,2573,19,342,5,409,64,5494,62,17
CD206+HLADR+ 400-500,0,11,196,11,66,9,51,31,296,16,1,2361,24,372,0,411,50,3847,37,13
CD11c+HLADR+ 0-100,6759,177,329,2,23,6805,2,325,2125,12024,167,480,51,30,3813,574,388,10123,86,60
CD11c+HLADR+ 100-200,338,440,674,18,22,1833,8,564,504,5279,133,630,150,88,1952,1141,571,11703,173,88
CD11c+HLADR+ 200-300,47,675,793,28,38,407,27,569,292,1991,80,523,265,173,413,1460,594,8534,175,65
CD11c+HLADR+ 300-400,2,854,876,43,41,165,36,565,183,877,28,617,295,220,187,1391,486,6805,209,22
CD11c+HLADR+ 400-500,0,940,999,33,69,25,57,517,122,659,9,679,314,195,55,1269,336,4924,202,14
CD68+CD163+CD11c+HLADR+ 0-100,52,17,160,1,13,1665,0,7,837,35,35,100,0,8,143,14,10,1888,0,1
CD68+CD163+CD11c+HLADR+ 100-200,0,47,310,5,15,523,2,8,170,16,41,135,1,40,64,34,9,2231,3,2
CD68+CD163+CD11c+HLADR+ 200-300,1,79,362,7,19,109,3,4,119,10,16,115,0,48,7,20,17,1807,1,1
CD68+CD163+CD11c+HLADR+ 300-400,0,108,382,9,22,40,7,3,78,3,3,172,3,64,11,21,24,1434,5,0
CD68+CD163+CD11c+HLADR+ 400-500,0,147,481,4,30,6,26,2,49,2,0,201,0,75,0,16,7,967,1,0
CD68+CD163+INFgamma+ 0-100,1,0,0,0,0,24,0,0,2,0,0,0,0,0,9,3,0,0,0,1
CD68+CD163+INFgamma+ 100-200,0,3,0,0,0,2,0,3,0,0,0,0,0,0,2,1,0,2,0,0
CD68+CD163+INFgamma+ 200-300,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0
CD68+CD163+INFgamma+ 300-400,0,2,0,0,0,1,0,0,0,0,0,0,3,0,4,4,1,0,0,0
CD68+CD163+INFgamma+ 400-500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0
CD68+CD163+CD206+INFgamma+ 0-100,1,0,0,0,0,23,0,0,2,0,0,0,0,0,8,2,0,0,0,0
CD68+CD163+CD206+INFgamma+ 100-200,0,1,0,0,0,2,0,2,0,0,0,0,0,0,2,1,0,1,0,0
CD68+CD163+CD206+INFgamma+ 200-300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
CD68+CD163+CD206+INFgamma+ 300-400,0,1,0,0,0,0,0,0,0,0,0,0,3,0,4,4,1,0,0,0
CD68+CD163+CD206+INFgamma+ 400-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
CD163+CD206+INFgamma+ 0-100,1,0,0,0,0,25,0,0,2,0,0,0,0,0,10,2,0,2,0,0
CD163+CD206+INFgamma+ 100-200,0,1,0,0,0,2,0,2,0,0,0,1,0,0,2,2,0,1,0,0
CD163+CD206+INFgamma+ 200-300,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,0
CD163+CD206+INFgamma+ 300-400,0,1,0,0,0,0,0,0,0,0,0,0,3,0,4,6,1,0,0,0
CD163+CD206+INFgamma+ 400-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
CD68+CD11c+INFgamma+ 0-100,1,0,0,0,0,21,0,0,2,0,0,0,0,0,11,3,0,0,0,2
CD68+CD11c+INFgamma+ 100-200,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,1,0,1
CD68+CD11c+INFgamma+ 200-300,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
CD68+CD11c+INFgamma+ 300-400,0,1,0,1,0,1,0,0,0,0,0,2,3,0,4,4,2,0,0,0
CD68+CD11c+INFgamma+ 400-500,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
CD11c+CD205+INFgamma+ 0-100,1,0,0,0,0,24,0,0,2,0,0,0,1,0,15,2,0,1,0,1
CD11c+CD205+INFgamma+ 100-200,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,3,0,1,0,0
CD11c+CD205+INFgamma+ 200-300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0
CD11c+CD205+INFgamma+ 300-400,0,1,0,0,0,0,0,0,1,0,0,0,3,0,4,4,1,0,0,0
CD11c+CD205+INFgamma+ 400-500,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0
CD11c+CD103+INFgamma+ 0-100,1,0,0,0,0,21,0,0,0,0,0,1,0,0,12,2,0,0,0,2
CD11c+CD103+INFgamma+ 100-200,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,1,0,0
CD11c+CD103+INFgamma+ 200-300,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
CD11c+CD103+INFgamma+ 300-400,0,1,0,0,0,1,0,0,0,0,0,0,2,0,4,4,1,0,0,0
CD11c+CD103+INFgamma+ 400-500,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
P2RY12+INFgamma+ 0-100,2,0,0,0,0,28,0,0,2,0,0,0,1,0,12,3,0,1,0,2
P2RY12+INFgamma+ 100-200,0,3,0,0,0,4,0,4,0,0,0,0,1,0,2,2,0,1,0,1
P2RY12+INFgamma+ 200-300,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,3,1,2,0,0
P2RY12+INFgamma+ 300-400,0,2,0,1,0,2,0,0,0,0,0,2,3,1,4,7,4,0,0,0
P2RY12+INFgamma+ 400-500,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0
CD11c+P2RY12+INFgamma+ 0-100,1,0,0,0,0,26,0,0,2,0,0,0,1,0,12,3,0,1,0,2
CD11c+P2RY12+INFgamma+ 100-200,0,1,0,0,0,3,0,1,0,0,0,0,1,0,2,2,0,1,0,1
CD11c+P2RY12+INFgamma+ 200-300,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0
CD11c+P2RY12+INFgamma+ 300-400,0,1,0,1,0,2,0,0,0,0,0,2,3,1,4,5,3,0,0,0
CD11c+P2RY12+INFgamma+ 400-500,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
CD68+INFgamma+ 0-100,1,1,0,0,0,24,0,0,3,0,0,0,0,0,15,3,0,0,0,2
CD68+INFgamma+ 100-200,0,4,0,0,0,3,0,4,0,0,0,0,1,0,4,1,1,4,0,2
CD68+INFgamma+ 200-300,0,2,0,1,0,0,0,3,0,0,1,0,1,0,0,3,0,1,0,0
CD68+INFgamma+ 300-400,0,3,0,1,0,1,0,1,0,0,0,2,3,0,4,5,2,0,0,0
CD68+INFgamma+ 400-500,0,0,0,4,1,0,0,3,0,0,0,0,0,0,0,1,3,1,0,0
CD163+INFgamma+ 0-100,1,0,0,0,0,31,0,0,2,0,0,0,0,0,12,3,0,2,0,1
CD163+INFgamma+ 100-200,0,3,0,0,0,2,0,3,0,0,0,1,0,0,2,2,0,2,0,0
CD163+INFgamma+ 200-300,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,4,0,0
CD163+INFgamma+ 300-400,0,2,0,0,0,1,0,0,1,0,0,0,3,0,4,6,1,0,0,0
CD163+INFgamma+ 400-500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0
CD206+INFgamma+ 0-100,1,1,0,0,0,25,0,0,4,0,0,0,1,0,12,2,1,2,0,0
CD206+INFgamma+ 100-200,0,1,0,0,0,3,0,2,0,0,2,1,1,0,3,4,1,2,0,0
CD206+INFgamma+ 200-300,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,4,0,0
CD206+INFgamma+ 300-400,0,1,0,0,0,1,0,0,0,0,0,1,3,0,4,6,1,0,0,0
CD206+INFgamma+ 400-500,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2,2,0,0
CD11c+INFgamma+ 0-100,2,1,0,0,0,27,0,0,4,0,0,1,1,0,25,3,0,2,0,2
CD11c+INFgamma+ 100-200,0,3,0,0,0,3,0,1,0,0,0,1,1,0,8,4,0,4,0,1
CD11c+INFgamma+ 200-300,0,2,0,1,0,1,0,1,0,0,1,0,1,0,0,2,0,5,0,0
CD11c+INFgamma+ 300-400,0,2,0,1,0,2,0,0,1,0,0,2,3,1,4,5,4,0,0,0
CD11c+INFgamma+ 400-500,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,5,2,0,0
CD68+CD163+CD11c+INFgamma+ 0-100,1,0,0,0,0,21,0,0,2,0,0,0,0,0,9,3,0,0,0,1
CD68+CD163+CD11c+INFgamma+ 100-200,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0
CD68+CD163+CD11c+INFgamma+ 200-300,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
CD68+CD163+CD11c+INFgamma+ 300-400,0,1,0,0,0,1,0,0,0,0,0,0,3,0,4,4,1,0,0,0
CD68+CD163+CD11c+INFgamma+ 400-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
CD68+CD163+TNFa+ 0-100,2,0,0,0,0,8,0,0,2,9,0,0,0,0,0,1,0,0,0,0
CD68+CD163+TNFa+ 100-200,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0
CD68+CD163+TNFa+ 200-300,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
CD68+CD163+TNFa+ 300-400,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,1,0,0
CD68+CD163+TNFa+ 400-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
CD68+CD163+CD206+TNFa+ 0-100,2,0,0,0,0,8,0,0,2,8,0,0,0,0,0,1,0,0,0,0
CD68+CD163+CD206+TNFa+ 100-200,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
CD68+CD163+CD206+TNFa+ 200-300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CD68+CD163+CD206+TNFa+ 300-400,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,1,0,0
CD68+CD163+CD206+TNFa+ 400-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
CD163+CD206+TNFa+ 0-100,2,0,0,0,0,8,0,0,2,8,0,0,0,0,0,1,0,2,0,0
CD163+CD206+TNFa+ 100-200,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
CD163+CD206+TNFa+ 200-300,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
CD163+CD206+TNFa+ 300-400,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,1,0,0
CD163+CD206+TNFa+ 400-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
CD68+CD11c+TNFa+ 0-100,3,0,0,0,0,8,0,0,3,9,0,0,0,0,0,1,0,0,0,0
CD68+CD11c+TNFa+ 100-200,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
CD68+CD11c+TNFa+ 200-300,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
CD68+CD11c+TNFa+ 300-400,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,1,0,0
CD68+CD11c+TNFa+ 400-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
CD11c+CD205+TNFa+ 0-100,2,0,0,0,0,8,0,0,2,9,0,0,0,0,0,1,0,1,0,0
CD11c+CD205+TNFa+ 100-200,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
CD11c+CD205+TNFa+ 200-300,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
CD11c+CD205+TNFa+ 300-400,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
CD11c+CD205+TNFa+ 400-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CD11c+CD103+TNFa+ 0-100,2,0,0,0,0,8,0,0,1,10,0,0,0,0,0,1,0,0,0,0
CD11c+CD103+TNFa+ 100-200,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
CD11c+CD103+TNFa+ 200-300,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0
CD11c+CD103+TNFa+ 300-400,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0
CD11c+CD103+TNFa+ 400-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
P2RY12+TNFa+ 0-100,3,0,0,0,0,8,0,0,3,10,0,0,0,0,0,1,0,1,0,0
P2RY12+TNFa+ 100-200,0,1,0,0,2,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
P2RY12+TNFa+ 200-300,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,0,0
P2RY12+TNFa+ 300-400,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0
P2RY12+TNFa+ 400-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CD11c+P2RY12+TNFa+ 0-100,3,0,0,0,0,8,0,0,3,10,0,0,0,0,0,1,0,1,0,0
CD11c+P2RY12+TNFa+ 100-200,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
CD11c+P2RY12+TNFa+ 200-300,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0
CD11c+P2RY12+TNFa+ 300-400,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0
CD11c+P2RY12+TNFa+ 400-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CD68+TNFa+ 0-100,4,0,0,0,0,8,0,0,3,9,0,0,0,0,0,1,0,0,0,0
CD68+TNFa+ 100-200,0,1,0,0,2,1,0,0,0,1,1,0,0,0,0,1,1,3,0,0
CD68+TNFa+ 200-300,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
CD68+TNFa+ 300-400,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,1,0,0
CD68+TNFa+ 400-500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
CD163+TNFa+ 0-100,2,0,0,0,0,8,0,0,2,10,0,0,0,0,0,1,0,2,0,0
CD163+TNFa+ 100-200,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0
CD163+TNFa+ 200-300,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0
CD163+TNFa+ 300-400,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,1,1,0,0
CD163+TNFa+ 400-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
CD206+TNFa+ 0-100,2,0,0,0,0,8,0,0,3,8,0,0,0,0,0,1,0,2,0,0
CD206+TNFa+ 100-200,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0
CD206+TNFa+ 200-300,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0
CD206+TNFa+ 300-400,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,1,0,0
CD206+TNFa+ 400-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
CD11c+TNFa+ 0-100,3,0,0,0,0,8,0,0,3,10,0,0,0,0,0,1,0,3,0,1
CD11c+TNFa+ 100-200,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,1,0,3,0,0
CD11c+TNFa+ 200-300,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,1,0,0
CD11c+TNFa+ 300-400,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,2,2,0,0
CD11c+TNFa+ 400-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
CD68+CD163+CD11c+TNFa+ 0-100,2,0,0,0,0,8,0,0,2,9,0,0,0,0,0,1,0,0,0,0
CD68+CD163+CD11c+TNFa+ 100-200,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
CD68+CD163+CD11c+TNFa+ 200-300,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
CD68+CD163+CD11c+TNFa+ 300-400,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,1,0,0
