,NU00295,NU00429,NU00431,NU00468,NU00759,NU00826,NU00866,NU00908,NU01094,NU01115,NU01405,NU01420,NU01482,NU01713,NU01798,NU01929,NU02064,NU02359,NU02514,NU02738
CD103+ 0-100,0.6586243271753537,0.3088326127239036,2.3255813953488373,0.0,14.40501043841336,5.833128779595207,16.390977443609025,1.6293678837848449,43.882258671555356,0.7823690264334389,3.2166123778501627,7.99744081893794,0.4046398705152414,5.054322153991498,0.5772005772005772,0.27214377406931967,0.9849293936157589,7.840766404687718,0.2788622420524261,0.4292985173710998
CD103+ 100-200,0.6666666666666667,0.5107761305593621,3.0232558139534884,0.23183925811437403,9.553571428571427,4.816935623807045,17.94208893485005,1.1947156806433084,30.990164962188,0.7474535284203326,3.420666129719998,11.376218323586745,0.6337135614702154,4.938601174586226,0.8990242297993641,0.26116804298079793,0.6355001183111922,8.455477075082676,0.3599114064230343,0.5127040269980855
CD103+ 200-300,1.201923076923077,0.3682676077949977,3.3783783783783785,0.47071129707112974,10.267534345625453,4.2200350546042875,15.64102564102564,1.217818609122957,26.78407631627224,0.809384164222874,3.7098868484511223,12.402780076121132,0.8022060666833792,4.2118975249674335,0.868882784909468,0.12771141150581578,0.6535057862491491,9.864910886593258,0.20675396278428668,0.5616782264584486
CD103+ 300-400,0.0,0.3686964795432921,3.571428571428571,0.7874015748031495,10.70063694267516,4.537037037037037,18.980582524271846,1.3545474091593206,34.78076977301565,0.6654947262682069,3.9514462809917354,12.562026638809087,0.7864996945632254,2.981276131612434,1.4428242517267844,0.12128339887537212,0.7374694507567637,9.944913698127065,0.3622416364798636,0.9037944427845832
CD103+ 400-500,,0.37390733161538076,3.280718043949242,0.40427375108287616,7.396622015142691,7.82122905027933,18.819938962360123,1.582321647797026,48.395560040363264,0.6577837746668915,3.1825795644891124,13.52450246094586,0.7299270072992701,2.0925290174922346,0.8868243243243243,0.13894649523019492,0.6847640009782343,9.248197734294541,0.43254376930998967,0.5308660700743212
FOXP3+ 0-100,0.002704822698872089,0.0,0.0,0.0,0.0,0.06248186910048424,0.0,0.019630938358853555,0.09287700171185062,0.001085116541516559,0.004524068041983352,0.03198976327575176,0.02697599136768276,0.0944733112895607,0.006403852557698711,0.025673940949935817,0.011866619200189867,0.074408222108543,0.0,0.0
FOXP3+ 100-200,0.0,0.024915908807773765,0.05813953488372093,0.0,0.0,0.013881658858233559,0.0517063081695967,0.022975301550832855,0.12146859449081149,0.0,0.0,0.07797270955165692,0.011522064754003919,0.16017084890549918,0.004111391294814165,0.03233509103571784,0.0067606395565020455,0.0816559833421794,0.0,0.0032449621961904147
FOXP3+ 200-300,0.0,0.015344483658124904,0.0,0.0,0.0,0.013482540110556829,0.0,0.010682619378271552,0.2293157218858925,0.0,0.0,0.12411054112195928,0.033425252778474135,0.1519756838905775,0.0,0.007859163784973278,0.0034036759700476517,0.11919627653536155,0.06891798759476223,0.004255138079230671
FOXP3+ 300-400,0.0,0.011893434823977166,0.03467406380027739,0.0,0.0,0.0,0.0,0.0,0.28196813760045114,0.0,0.0,0.11317141116044223,0.007635919364691509,0.12724959098345756,0.06139677666922486,0.022051527068249477,0.012862839257385414,0.1395519647447668,0.021308331557639035,0.014938751120406333
FOXP3+ 400-500,,0.0,0.0,0.0,0.0,0.0,0.06103763987792472,0.0,0.22199798183652875,0.0,0.0,0.04279905842071474,0.0,0.22887036128821317,0.0,0.020738282870178346,0.036683785766691124,0.11328527291452112,0.0,0.0
GFAP+ 0-100,51.04270915041519,47.86905497220506,12.11750305997552,44.04973357015986,13.361169102296449,52.22814808202977,13.383458646616543,51.66862976050255,6.485000060703923,49.445505447285036,44.810893955845096,31.904457240349753,39.00728351766927,35.569201700519606,8.641358641358641,55.77406931964056,50.01779992880029,34.57657071106357,21.80702732849972,50.953750829829616
GFAP+ 100-200,55.80952380952381,49.00959262489099,17.96511627906977,42.503863987635235,13.482142857142856,49.023078257851814,6.618407445708377,51.15450890292935,17.45621253085694,48.54783946847749,45.965793338702795,34.019493177387915,40.073741214425624,38.73465029364655,13.382578664620107,55.96209332404736,49.79887097319406,34.09545584452701,19.6843853820598,50.365058247071424
GFAP+ 200-300,48.55769230769231,46.98480896117845,18.201013513513516,45.2928870292887,13.882863340563992,47.88998247269786,9.455128205128204,50.47537656233308,19.418455329297377,48.199413489736074,45.30699313670933,31.20966407413536,43.177070276593966,42.205818497611816,11.912102696339481,57.028057214712355,50.66031313818924,35.82699511862867,17.82678612451183,50.16807795412961
GFAP+ 300-400,51.21951219512195,49.322074215033304,20.145631067961165,47.46906636670416,10.636942675159236,45.55555555555556,15.53398058252427,51.96731885615996,18.215141688989146,48.55600200904068,44.47314049586777,34.96126055541046,46.42638973732438,43.44664606435194,10.360706062931696,53.71568231100004,51.035458560219524,35.41681968417187,18.943106754741105,46.213026590976995
GFAP+ 400-500,,48.9363852256076,21.35561745589601,49.66791799018193,9.26033779848573,42.45810055865922,18.49440488301119,52.25753648888283,17.880928355196772,49.0807893405296,47.654941373534335,36.89278835865611,49.01038742279618,43.22380251757397,6.20777027027027,52.56532559104106,50.04279775006114,38.31101956745623,16.622039134912463,49.87107538298195
GRZMB+ 0-100,0.002704822698872089,0.0,0.0,0.0,0.0,0.00966981307507494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051347881899871635,0.0,0.009301027763567876,0.0,0.0
GRZMB+ 100-200,0.0,0.012457954403886883,0.0,0.0,0.0,0.006940829429116779,0.0,0.0,0.0,0.0,0.0,0.0,0.011522064754003919,0.0,0.0,0.0024873146950552183,0.0,0.01633119666843588,0.0,0.0
GRZMB+ 200-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008356313194618534,0.0,0.0,0.0019647909462433195,0.0,0.011352026336701102,0.09189065012634964,0.0
GRZMB+ 300-400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015271838729383019,0.0,0.0,0.0036752545113749127,0.008575226171590277,0.007344840249724569,0.021308331557639035,0.0
GRZMB+ 400-500,,0.005052801778586226,0.0,0.0,0.05824111822947001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007018528916339136,0.016347882949158083,0.0,0.0,0.006113964294448521,0.0,0.02059732234809475,0.0
HLADR+ 0-100,9.35462930404912,8.770846201358863,57.2827417380661,0.7104795737122558,7.515657620041753,14.667618771338676,1.954887218045113,7.8523753435414205,4.985613170323067,13.625808411823428,0.7917119073470865,19.183194711025806,1.456703533854869,11.336797354747285,1.6654285885055118,8.005134788189986,2.4445235552391127,62.97260847323629,5.465699944227551,0.500110643947776
HLADR+ 100-200,10.888888888888888,9.605082845396785,57.55813953488372,1.9319938176197835,3.214285714285714,16.10619469026549,2.2750775594622543,8.110281447443999,8.941655891226832,13.529885927843866,0.6964514142227697,19.7270955165692,1.7743979721166032,12.22637479978644,2.7299638197566054,8.108645905880012,2.112699861406889,62.76078879679908,5.3156146179401995,0.5613784599409417
HLADR+ 200-300,11.538461538461538,8.915145005370569,52.66047297297297,2.4581589958158996,3.2537960954446854,14.466765538627477,2.435897435897436,7.445785706655272,10.75032104201064,12.27565982404692,0.7512520868113522,19.261955982128082,2.2812735021308597,11.658706035605732,2.3431806715623074,7.576233888714241,2.307692307692308,62.8902259053241,4.6634504939122445,0.5701885026169099
HLADR+ 300-400,4.878048780487805,8.319457659372025,51.62968099861304,1.987251593550806,2.993630573248408,17.5,3.0097087378640777,7.751021285745001,11.588890455378543,11.539427423405325,0.7489669421487604,26.064246539566465,2.267868051313378,11.488820214506454,2.9316960859554877,6.3214377595648505,2.306735840157784,63.51817847961807,5.199232900063925,0.44816253361219
HLADR+ 400-500,,7.761103531908444,50.913030021665115,1.241697949754548,5.06697728596389,27.37430167597765,4.008138351983724,8.880098213067795,12.048435923309789,11.587114184516782,0.7537688442211055,28.953563021613526,2.27400336889388,10.822298512342652,2.364864864864865,6.256739941932808,2.2866226461237464,63.87229660144181,4.55200823892894,0.5005308660700744
INFgamma+ 0-100,0.006762056747180222,0.12353304508956146,0.0,0.0,0.0,0.02826560745021906,0.0,0.0,0.003035196134374203,0.0,0.013572204125950055,0.02132650885050117,0.02697599136768276,0.0,0.017930787161556393,0.03080872913992298,0.0355998576005696,0.013951541645351812,0.0,0.013277273733126798
INFgamma+ 100-200,0.0,0.07474772642332128,0.0,0.0,0.0,0.031233732431025507,0.0,0.04595060310166571,0.0,0.0,0.00947552944520775,0.0077972709551656924,0.023044129508007837,0.0,0.015075101414318604,0.017411202865386527,0.010140959334753067,0.03266239333687176,0.0,0.012979848784761659
INFgamma+ 200-300,0.0,0.03068896731624981,0.0,0.05230125523012552,0.0,0.013482540110556829,0.0,0.04273047751308621,0.0091726288754357,0.0,0.01854943424225561,0.0,0.016712626389237067,0.0,0.005605695386512697,0.013753536623703239,0.013614703880190607,0.03973209217845386,0.0,0.0
INFgamma+ 300-400,0.0,0.0356803044719315,0.0,0.07499062617172854,0.0,0.0925925925925926,0.0,0.010750376263169211,0.014098406880022559,0.0,0.0,0.01741098633237573,0.022907758094074526,0.018178512997636793,0.06139677666922486,0.01470101804549965,0.030013291600565966,0.0,0.0,0.0
INFgamma+ 400-500,,0.010105603557172452,0.0,0.14438348252959862,0.05824111822947001,0.0,0.0,0.04092211158095758,0.0,0.0,0.0,0.010699764605178685,0.007018528916339136,0.016347882949158083,0.0,0.010369141435089173,0.036683785766691124,0.051493305870236865,0.02059732234809475,0.0
Ki67+ 0-100,5.957371994265777,3.7677578752316245,6.609547123623011,1.9538188277087036,4.3841336116910234,8.6968811133674,1.8045112781954888,1.138594424813506,0.5275170881542365,3.715439038152698,0.9138617444806371,0.5544892301130305,7.796061505260318,4.06235238545111,5.839032762109685,3.1887034659820284,4.906847039278509,4.24126866018695,6.413831567205801,24.824076123036072
Ki67+ 100-200,5.587301587301587,3.6750965491466303,6.162790697674419,1.7001545595054095,3.392857142857143,9.831684886343918,0.9307135470527405,1.1717403790924756,1.4027663492809843,3.573609516597865,0.8622731795139054,0.631578947368421,8.26132042862081,4.458088627869728,8.99024229799364,2.917620137299771,5.040056789372275,4.580900665496264,6.06312292358804,24.269072265308107
Ki67+ 200-300,4.326923076923077,3.9435323001381,7.601351351351352,1.0460251046025104,3.3261026753434564,9.963597141701497,1.185897435897436,1.1750881316098707,1.6327279398275545,3.0733137829912027,0.8718234093860137,0.5709084891610128,8.531795771705523,4.2118975249674335,9.445596726273894,3.0690034580320655,4.680054458815521,4.7394709955727095,5.421548357454629,24.53938130292328
Ki67+ 300-400,12.195121951219512,3.9664605137963846,6.934812760055478,1.0123734533183353,2.7388535031847137,10.601851851851851,1.4320388349514563,1.075037626316921,1.4521359086423233,3.2898041185334,0.8264462809917356,0.7399669191259685,8.575137446548563,4.108343937465915,9.792785878741366,2.657209011724062,4.84071517386271,4.34080058758722,4.538674621777115,21.15327158649537
Ki67+ 400-500,,4.118033449547774,8.047044258743423,1.03956107421311,1.04834012813046,20.11173184357542,1.363173957273652,1.145819124266812,1.6347124117053482,3.8623713948389273,0.8375209380234505,0.7810828161780441,9.299550814149354,4.26679744973026,7.89695945945946,2.4699294898382416,4.542675470775251,4.46961894953656,4.407826982492276,17.791597148490823
NFAT1+ 0-100,0.006762056747180222,0.0,0.0,0.0,0.0,0.005950654200046117,0.0,0.0,0.02792380443624267,0.004340466166066236,0.004524068041983352,0.0,0.0,0.0,0.012380781611550843,0.0051347881899871635,0.005933309600094933,0.009301027763567876,0.0,0.017703031644169063
NFAT1+ 100-200,0.0,0.024915908807773765,0.0,0.0,0.4464285714285714,0.0347041471455839,0.0517063081695967,0.011487650775416428,0.05093844285098546,0.0,0.0,0.0077972709551656924,0.0,0.0,0.01096371011950444,0.0049746293901104365,0.013521279113004091,0.02857959416976279,0.0,0.009734886588571244
NFAT1+ 200-300,0.0,0.0,0.0,0.0,0.07230657989877079,0.053930160442227315,0.0641025641025641,0.0,0.0275178866263071,0.0,0.009274717121127806,0.0,0.0,0.0,0.005605695386512697,0.00589437283872996,0.0,0.04540810534680441,0.04594532506317482,0.0
NFAT1+ 300-400,0.0,0.0,0.0,0.03749531308586427,0.12738853503184713,0.0925925925925926,0.04854368932038835,0.0,0.028196813760045118,0.0,0.0,0.008705493166187865,0.0,0.0,0.03069838833461243,0.005512881767062369,0.012862839257385414,0.029379360998898277,0.0,0.0
NFAT1+ 400-500,,0.0,0.0,0.11550678602367889,0.29120559114735,0.0,0.0,0.013640703860319191,0.04036326942482341,0.0,0.0,0.0,0.0,0.0,0.0,0.008295313148071339,0.018341892883345562,0.010298661174047374,0.0411946446961895,0.0
NFAT2+ 0-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00910558840312261,0.0,0.0,0.0,0.0,0.0,0.0,0.010269576379974327,0.0,0.009301027763567876,0.0,0.0
NFAT2+ 100-200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03446295232624928,0.01567336703107245,0.0,0.0,0.0,0.0,0.0,0.0,0.0024873146950552183,0.0,0.01224839750132691,0.0,0.0
NFAT2+ 200-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0183452577508714,0.0,0.0,0.0,0.0,0.0,0.0,0.003929581892486639,0.0,0.005676013168350551,0.0,0.0
NFAT2+ 300-400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005512881767062369,0.008575226171590277,0.0,0.0,0.0
NFAT2+ 400-500,,0.0,0.0,0.0,0.05824111822947001,0.0,0.0,0.013640703860319191,0.04036326942482341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2RY12+ 0-100,28.564280111438695,0.9882643607164917,0.0,0.0,0.0,18.118254375590418,0.0,14.448370632116214,30.14192577124334,49.531229654064845,29.81360839667029,7.506931115376412,9.468572970056648,0.04723665564478035,1.3016897632282247,5.309370988446727,12.216684466595467,8.57554759800958,19.408812046848855,3.956627572471786
P2RY12+ 100-200,30.698412698412696,0.9343465802915162,0.4069767441860465,0.0,0.5357142857142857,18.25438139857713,0.0517063081695967,14.164273406088453,19.231221347125896,49.72275825007939,29.625242810442032,7.1345029239766085,8.791335407304988,0.32034169781099836,1.7966779958337902,5.457168440951149,12.625494371767571,8.663699832605234,19.79512735326689,3.478599474316124
P2RY12+ 200-300,32.69230769230769,0.8209298757096823,0.7601351351351352,0.05230125523012552,0.21691973969631237,12.741000404476202,0.09615384615384616,14.079692340561905,16.94184553292974,48.82697947214076,29.271007234279356,4.939599536653979,8.49001420573243,1.5197568389057752,1.8891193452547788,6.204809808236403,13.39346494213751,8.945396753320466,19.297036526533425,3.2126292498191567
P2RY12+ 300-400,14.634146341463413,0.826593720266413,0.5894590846047156,0.18747656542932134,0.3821656050955414,13.842592592592592,0.024271844660194174,13.996989894646314,20.047934583392077,48.92014063284781,27.582644628099175,6.389831983981893,8.269700671960905,1.1997818578440285,1.627014581734459,5.898783490756735,13.042919006988809,9.364671318398825,19.220115064990413,2.561995817149686
P2RY12+ 400-500,,0.6922338436663129,0.8047044258743422,0.28876696505919724,0.9318578916715201,31.843575418994412,0.06103763987792472,13.190560632928658,21.937436932391524,50.514420644290766,31.155778894472363,7.4791354590199015,8.429253228523303,0.45774072257642634,1.0557432432432432,5.974699294898382,12.588652482269502,9.062821833161689,18.105046343975285,3.094190808433187
PD1+ 0-100,0.04598198588082551,0.0926497838171711,0.0,0.0,0.0,0.13165822417602036,0.0,0.019630938358853555,0.1286923160974662,0.0,0.013572204125950055,0.4478566858605247,0.08092797410304828,0.1889466225791214,0.028603874757720915,0.07188703465982028,0.1601993592025632,1.1486769288006324,0.16731734523145567,0.04425757911042266
PD1+ 100-200,0.0,0.03737386321166064,0.0,0.0,0.26785714285714285,0.12146451500954364,0.0517063081695967,0.0,0.2115904549194781,0.0,0.014213294167811627,0.43664717348927873,0.046088259016015674,0.026695141484249865,0.0397434491832036,0.04477166451099393,0.08788831423452659,1.0860245784509859,0.02768549280177187,0.0227147353733329
PD1+ 200-300,0.0,0.03836120914531226,0.04222972972972973,0.10460251046025104,0.0,0.1348254011055683,0.0641025641025641,0.021365238756543104,0.1651073197578426,0.0,0.009274717121127806,0.38060565944067515,0.033425252778474135,0.08684324793747286,0.022422781546050787,0.055014146494812954,0.04765146358066712,1.214666818027018,0.06891798759476223,0.008510276158461342
PD1+ 300-400,0.0,0.02378686964795433,0.06934812760055478,0.07499062617172854,0.0,0.1388888888888889,0.024271844660194174,0.021500752526338422,0.22557451008036095,0.0,0.0,0.4875076173065204,0.030543677458766037,0.21814215597164155,0.15349194167306215,0.042265426880811495,0.055738970115336794,1.3000367242012487,0.021308331557639035,0.03734687780101584
